Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Opheim,Montana,3317,US-Canada Border,Sep 2019,Trucks,2,49.000,-106.378,POINT (-106.377583 48.999527)
Brownsville,Texas,2301,US-Mexico Border,Sep 2018,Bus Passengers,3279,25.952,-97.401,POINT (-97.40067 25.95155)
Lukeville,Arizona,2602,US-Mexico Border,Mar 2020,Personal Vehicles,31756,31.880,-112.817,POINT (-112.817077 31.880195)
Brownsville,Texas,2301,US-Mexico Border,Nov 2018,Trains,69,25.952,-97.401,POINT (-97.40067 25.95155)
Turner,Montana,3306,US-Canada Border,May 2020,Personal Vehicle Passengers,89,49.000,-108.388,POINT (-108.387916 48.999527)
Limestone,Maine,0118,US-Canada Border,Feb 2020,Trucks,46,46.925,-67.790,POINT (-67.789597 46.924555)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Feb 2019,Pedestrians,6175,43.095,-79.056,POINT (-79.055847 43.09549)
Houlton,Maine,0106,US-Canada Border,Feb 2019,Truck Containers Empty,1639,46.135,-67.781,POINT (-67.781288 46.134879)
Eastport,Idaho,3302,US-Canada Border,Sep 2017,Trucks,4591,49.001,-116.181,POINT (-116.181027 49.000555)
Sherwood,North Dakota,3414,US-Canada Border,Sep 2019,Trucks,500,48.999,-101.628,POINT (-101.627527 48.999305)
Sweetgrass,Montana,3310,US-Canada Border,Aug 2017,Personal Vehicles,24320,48.998,-111.960,POINT (-111.959611 48.998388)
Santa Teresa,New Mexico,2408,US-Mexico Border,Mar 2019,Personal Vehicles,52541,31.784,-106.679,POINT (-106.679437 31.783939)
Hansboro,North Dakota,3415,US-Canada Border,Sep 2019,Personal Vehicle Passengers,967,49.000,-99.347,POINT (-99.346527 48.999583)
Point Roberts,Washington,3017,US-Canada Border,May 2020,Personal Vehicles,4667,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Eagle Pass,Texas,2303,US-Mexico Border,Jul 2019,Personal Vehicle Passengers,538334,28.705,-100.512,POINT (-100.511977 28.705483)
Sumas,Washington,3009,US-Canada Border,Sep 2018,Buses,29,49.002,-122.265,POINT (-122.264805 49.002388)
Porthill,Idaho,3308,US-Canada Border,Apr 2018,Truck Containers Empty,290,49.000,-116.499,POINT (-116.49925 48.999861)
Brownsville,Texas,2301,US-Mexico Border,Jan 2018,Personal Vehicles,392983,25.952,-97.401,POINT (-97.40067 25.95155)
Champlain Rouses Point,New York,0712,US-Canada Border,May 2018,Trains,101,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Otay Mesa,California,2506,US-Mexico Border,Nov 2017,Truck Containers Loaded,61914,32.550,-116.939,POINT (-116.938538 32.55033)
Columbus,New Mexico,2406,US-Mexico Border,Jun 2020,Truck Containers Loaded,1445,31.784,-107.628,POINT (-107.627948 31.783742)
Nogales,Arizona,2604,US-Mexico Border,Sep 2019,Pedestrians,361703,31.333,-110.943,POINT (-110.942516 31.332839)
Walhalla,North Dakota,3407,US-Canada Border,Feb 2019,Personal Vehicle Passengers,3606,49.000,-97.908,POINT (-97.908416 49.000472)
Del Rio,Texas,2302,US-Mexico Border,Jul 2018,Pedestrians,4463,29.327,-100.928,POINT (-100.927612 29.326784)
Laredo,Texas,2304,US-Mexico Border,May 2018,Truck Containers Empty,53960,27.500,-99.507,POINT (-99.507412 27.499561)
Hannah,North Dakota,3408,US-Canada Border,Jun 2017,Trucks,33,49.000,-98.694,POINT (-98.693777 49.000138)
Algonac,Michigan,3814,US-Canada Border,Sep 2019,Personal Vehicles,4704,42.618,-82.531,POINT (-82.5311 42.6183)
Pembina,North Dakota,3401,US-Canada Border,Apr 2019,Personal Vehicles,16925,49.000,-97.237,POINT (-97.237036 49.000453)
San Luis,Arizona,2608,US-Mexico Border,Jun 2020,Pedestrians,122305,32.485,-114.782,POINT (-114.7822222 32.485)
Morgan,Montana,3319,US-Canada Border,Jul 2020,Truck Containers Loaded,2,49.000,-107.832,POINT (-107.831819 48.999829)
Lancaster,Minnesota,3430,US-Canada Border,Aug 2018,Bus Passengers,17,49.000,-96.801,POINT (-96.800527 49.000194)
San Luis,Arizona,2608,US-Mexico Border,Apr 2018,Trucks,2283,32.485,-114.782,POINT (-114.7822222 32.485)
Westhope,North Dakota,3419,US-Canada Border,Jan 2018,Truck Containers Empty,198,49.000,-101.017,POINT (-101.017277 48.999611)
Dunseith,North Dakota,3422,US-Canada Border,Mar 2019,Truck Containers Loaded,1785,48.999,-100.052,POINT (-100.052166 48.999277)
Port Angeles,Washington,3007,US-Canada Border,Jan 2018,Truck Containers Loaded,20,48.122,-123.431,POINT (-123.430694 48.121858)
Sarles,North Dakota,3409,US-Canada Border,Apr 2019,Truck Containers Loaded,5,49.000,-98.938,POINT (-98.938361 49.000027)
Grand Portage,Minnesota,3613,US-Canada Border,Apr 2018,Personal Vehicle Passengers,29249,48.001,-89.585,POINT (-89.58515 48.001427)
Douglas,Arizona,2601,US-Mexico Border,Aug 2018,Trucks,2427,31.334,-109.560,POINT (-109.560344 31.334043)
Eastport,Idaho,3302,US-Canada Border,Oct 2018,Truck Containers Loaded,4321,49.001,-116.181,POINT (-116.181027 49.000555)
El Paso,Texas,2402,US-Mexico Border,May 2019,Bus Passengers,26100,31.764,-106.451,POINT (-106.451188 31.764363)
Norton,Vermont,0211,US-Canada Border,Jul 2017,Personal Vehicle Passengers,9229,45.011,-71.793,POINT (-71.793219 45.010771)
International Falls,Minnesota,3604,US-Canada Border,Mar 2019,Buses,12,48.608,-93.401,POINT (-93.401355 48.6078)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jul 2019,Bus Passengers,1050,46.509,-84.361,POINT (-84.360833 46.508611)
Houlton,Maine,0106,US-Canada Border,Jan 2019,Truck Containers Empty,1718,46.135,-67.781,POINT (-67.781288 46.134879)
Ferry,Washington,3013,US-Canada Border,Sep 2018,Personal Vehicle Passengers,1560,49.000,-118.761,POINT (-118.761166 49.000083)
Tecate,California,2505,US-Mexico Border,Dec 2018,Personal Vehicle Passengers,179314,32.576,-116.626,POINT (-116.626216 32.576428)
Van Buren,Maine,0108,US-Canada Border,Feb 2018,Trucks,1364,47.160,-67.931,POINT (-67.930799 47.159645)
Westhope,North Dakota,3419,US-Canada Border,Oct 2019,Truck Containers Loaded,650,49.000,-101.017,POINT (-101.017277 48.999611)
Trout River,New York,0715,US-Canada Border,Aug 2019,Trains,49,44.992,-74.308,POINT (-74.308172 44.992058)
Roosville,Montana,3318,US-Canada Border,Apr 2018,Personal Vehicle Passengers,16823,49.000,-115.056,POINT (-115.056027 48.999638)
Eagle Pass,Texas,2303,US-Mexico Border,Apr 2018,Personal Vehicles,243157,28.705,-100.512,POINT (-100.511977 28.705483)
Algonac,Michigan,3814,US-Canada Border,Sep 2018,Personal Vehicles,4553,42.618,-82.531,POINT (-82.5311 42.6183)
Pembina,North Dakota,3401,US-Canada Border,Mar 2019,Rail Containers Loaded,12116,49.000,-97.237,POINT (-97.237036 49.000453)
Fortuna,North Dakota,3417,US-Canada Border,Dec 2018,Personal Vehicle Passengers,1568,49.000,-103.809,POINT (-103.80925 48.999555)
Metaline Falls,Washington,3025,US-Canada Border,Aug 2019,Personal Vehicles,4455,49.000,-117.299,POINT (-117.299444 48.999972)
Calais,Maine,0115,US-Canada Border,Jul 2020,Trucks,5790,45.189,-67.275,POINT (-67.275381 45.188548)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep 2017,Trucks,77597,43.095,-79.056,POINT (-79.055847 43.09549)
Wildhorse,Montana,3323,US-Canada Border,Jun 2020,Personal Vehicle Passengers,116,48.999,-110.215,POINT (-110.215083 48.999361)
Raymond,Montana,3301,US-Canada Border,Jun 2019,Buses,2,48.999,-104.574,POINT (-104.574333 48.999194)
Richford,Vermont,0203,US-Canada Border,Sep 2019,Trains,14,45.012,-72.589,POINT (-72.588559 45.01174)
Blaine,Washington,3004,US-Canada Border,Nov 2018,Personal Vehicles,301024,48.994,-122.749,POINT (-122.748884 48.994045)
Laredo,Texas,2304,US-Mexico Border,Apr 2018,Truck Containers Loaded,146336,27.500,-99.507,POINT (-99.507412 27.499561)
Willow Creek,Montana,3325,US-Canada Border,Jun 2020,Personal Vehicle Passengers,47,49.000,-109.731,POINT (-109.731333 48.999972)
Carbury,North Dakota,3421,US-Canada Border,Sep 2019,Truck Containers Empty,153,48.999,-100.556,POINT (-100.555805 48.999416)
Columbus,New Mexico,2406,US-Mexico Border,Dec 2019,Trucks,1490,31.784,-107.628,POINT (-107.627948 31.783742)
Detroit,Michigan,3801,US-Canada Border,Feb 2018,Rail Containers Loaded,7142,42.332,-83.048,POINT (-83.047924 42.331685)
Derby Line,Vermont,0209,US-Canada Border,Mar 2018,Buses,69,45.006,-72.099,POINT (-72.099279 45.005739)
Noonan,North Dakota,3420,US-Canada Border,May 2018,Personal Vehicle Passengers,3796,48.999,-103.004,POINT (-103.004361 48.999333)
Brownsville,Texas,2301,US-Mexico Border,Jun 2020,Trains,50,25.952,-97.401,POINT (-97.40067 25.95155)
Ambrose,North Dakota,3410,US-Canada Border,May 2018,Personal Vehicles,76,48.999,-103.487,POINT (-103.486555 48.999305)
Lancaster,Minnesota,3430,US-Canada Border,Jun 2018,Personal Vehicles,2900,49.000,-96.801,POINT (-96.800527 49.000194)
Friday Harbor,Washington,3014,US-Canada Border,Jul 2018,Personal Vehicle Passengers,1652,48.534,-123.016,POINT (-123.016484 48.534485)
Roseau,Minnesota,3426,US-Canada Border,Apr 2020,Personal Vehicle Passengers,374,49.000,-95.766,POINT (-95.766469 48.999538)
Antler,North Dakota,3413,US-Canada Border,Dec 2019,Truck Containers Loaded,3,48.999,-101.296,POINT (-101.296055 48.999472)
Boundary,Washington,3015,US-Canada Border,Sep 2018,Trains,23,49.001,-117.628,POINT (-117.627583 49.00075)
San Ysidro,California,2504,US-Mexico Border,Oct 2017,Personal Vehicles,1211133,32.543,-117.029,POINT (-117.028761 32.542528)
Madawaska,Maine,0109,US-Canada Border,Sep 2017,Truck Containers Loaded,416,47.360,-68.329,POINT (-68.328684 47.360052)
Turner,Montana,3306,US-Canada Border,Dec 2018,Personal Vehicles,746,49.000,-108.388,POINT (-108.387916 48.999527)
Morgan,Montana,3319,US-Canada Border,Jan 2018,Bus Passengers,39,49.000,-107.832,POINT (-107.831819 48.999829)
Sarles,North Dakota,3409,US-Canada Border,Oct 2019,Trucks,10,49.000,-98.938,POINT (-98.938361 49.000027)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Apr 2018,Trains,183,43.095,-79.056,POINT (-79.055847 43.09549)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Jan 2020,Rail Containers Empty,2616,43.095,-79.056,POINT (-79.055847 43.09549)
Otay Mesa,California,2506,US-Mexico Border,Nov 2019,Bus Passengers,630,32.550,-116.939,POINT (-116.938538 32.55033)
Trout River,New York,0715,US-Canada Border,Oct 2018,Truck Containers Empty,1182,44.992,-74.308,POINT (-74.308172 44.992058)
Turner,Montana,3306,US-Canada Border,Feb 2018,Buses,1,49.000,-108.388,POINT (-108.387916 48.999527)
San Ysidro,California,2504,US-Mexico Border,May 2018,Personal Vehicles,1274977,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico,California,2503,US-Mexico Border,Sep 2018,Personal Vehicles,383022,32.673,-115.388,POINT (-115.388018 32.673389)
Northgate,North Dakota,3406,US-Canada Border,Mar 2019,Personal Vehicle Passengers,1588,48.999,-102.275,POINT (-102.27475 48.998833)
Progreso,Texas,2309,US-Mexico Border,Jul 2018,Truck Containers Empty,2521,26.062,-97.950,POINT (-97.949958 26.062133)
Detroit,Michigan,3801,US-Canada Border,Sep 2019,Bus Passengers,8886,42.332,-83.048,POINT (-83.047924 42.331685)
Eagle Pass,Texas,2303,US-Mexico Border,Aug 2018,Rail Containers Loaded,12402,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,0206,US-Canada Border,Mar 2019,Personal Vehicles,3202,45.013,-71.505,POINT (-71.505309 45.013411)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Apr 2020,Pedestrians,121,43.095,-79.056,POINT (-79.055847 43.09549)
Limestone,Maine,0118,US-Canada Border,Oct 2018,Personal Vehicles,1320,46.925,-67.790,POINT (-67.789597 46.924555)
Pembina,North Dakota,3401,US-Canada Border,Nov 2017,Rail Containers Loaded,10152,49.000,-97.237,POINT (-97.237036 49.000453)
Calais,Maine,0115,US-Canada Border,Aug 2019,Rail Containers Loaded,134,45.189,-67.275,POINT (-67.275381 45.188548)
International Falls,Minnesota,3604,US-Canada Border,Oct 2017,Personal Vehicle Passengers,47676,48.608,-93.401,POINT (-93.401355 48.6078)
Hansboro,North Dakota,3415,US-Canada Border,Jun 2020,Truck Containers Empty,20,49.000,-99.347,POINT (-99.346527 48.999583)
Alexandria Bay,New York,0708,US-Canada Border,Jan 2018,Truck Containers Loaded,14320,44.347,-75.984,POINT (-75.983592 44.347229)
Calais,Maine,0115,US-Canada Border,Oct 2018,Personal Vehicles,57855,45.189,-67.275,POINT (-67.275381 45.188548)
Vanceboro,Maine,0105,US-Canada Border,Mar 2020,Rail Containers Empty,1279,45.569,-67.429,POINT (-67.428541 45.568761)
Grand Portage,Minnesota,3613,US-Canada Border,Jun 2017,Trucks,1393,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,0715,US-Canada Border,Aug 2019,Truck Containers Loaded,484,44.992,-74.308,POINT (-74.308172 44.992058)
Laurier,Washington,3016,US-Canada Border,Dec 2018,Bus Passengers,43,49.000,-118.224,POINT (-118.223777 49.000083)
Derby Line,Vermont,0209,US-Canada Border,Oct 2018,Pedestrians,27,45.006,-72.099,POINT (-72.099279 45.005739)
Portal,North Dakota,3403,US-Canada Border,Feb 2018,Truck Containers Empty,1621,48.999,-102.552,POINT (-102.551944 48.998944)
Port Huron,Michigan,3802,US-Canada Border,Dec 2017,Rail Containers Empty,11665,42.999,-82.424,POINT (-82.423611 42.998611)
Boundary,Washington,3015,US-Canada Border,Jun 2019,Trucks,34,49.001,-117.628,POINT (-117.627583 49.00075)
Walhalla,North Dakota,3407,US-Canada Border,Apr 2020,Truck Containers Empty,332,49.000,-97.908,POINT (-97.908416 49.000472)
Detroit,Michigan,3801,US-Canada Border,Mar 2019,Rail Containers Empty,3954,42.332,-83.048,POINT (-83.047924 42.331685)
International Falls,Minnesota,3604,US-Canada Border,Oct 2018,Truck Containers Empty,403,48.608,-93.401,POINT (-93.401355 48.6078)
Roma,Texas,2310,US-Mexico Border,Apr 2018,Bus Passengers,595,26.404,-99.019,POINT (-99.018981 26.403928)
Eastport,Maine,0103,US-Canada Border,Mar 2020,Truck Containers Loaded,67,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Del Bonita,Montana,3322,US-Canada Border,Jun 2017,Truck Containers Empty,56,48.999,-112.788,POINT (-112.78825 48.998555)
Eastport,Idaho,3302,US-Canada Border,Jul 2017,Trucks,5202,49.001,-116.181,POINT (-116.181027 49.000555)
Sarles,North Dakota,3409,US-Canada Border,Apr 2019,Truck Containers Empty,14,49.000,-98.938,POINT (-98.938361 49.000027)
Northgate,North Dakota,3406,US-Canada Border,Dec 2018,Trains,16,48.999,-102.275,POINT (-102.27475 48.998833)
Highgate Springs,Vermont,0212,US-Canada Border,Aug 2018,Buses,286,45.015,-73.085,POINT (-73.085037 45.015414)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2019,Trains,31,46.509,-84.361,POINT (-84.360833 46.508611)
Blaine,Washington,3004,US-Canada Border,Aug 2018,Truck Containers Empty,8177,48.994,-122.749,POINT (-122.748884 48.994045)
Dalton Cache,Alaska,3106,US-Canada Border,Oct 2017,Trucks,92,59.451,-136.362,POINT (-136.361944 59.450556)
Noonan,North Dakota,3420,US-Canada Border,Jun 2020,Personal Vehicles,122,48.999,-103.004,POINT (-103.004361 48.999333)
Douglas,Arizona,2601,US-Mexico Border,May 2018,Personal Vehicle Passengers,275960,31.334,-109.560,POINT (-109.560344 31.334043)
Neche,North Dakota,3404,US-Canada Border,Oct 2017,Trucks,765,49.001,-97.557,POINT (-97.557333 49.000527)
Detroit,Michigan,3801,US-Canada Border,Feb 2019,Trains,130,42.332,-83.048,POINT (-83.047924 42.331685)
Calais,Maine,0115,US-Canada Border,Sep 2017,Personal Vehicle Passengers,112002,45.189,-67.275,POINT (-67.275381 45.188548)
Beecher Falls,Vermont,0206,US-Canada Border,Dec 2019,Truck Containers Empty,473,45.013,-71.505,POINT (-71.505309 45.013411)
Houlton,Maine,0106,US-Canada Border,Mar 2018,Bus Passengers,691,46.135,-67.781,POINT (-67.781288 46.134879)
Sherwood,North Dakota,3414,US-Canada Border,Jun 2017,Truck Containers Loaded,279,48.999,-101.628,POINT (-101.627527 48.999305)
Metaline Falls,Washington,3025,US-Canada Border,Jul 2020,Truck Containers Empty,278,49.000,-117.299,POINT (-117.299444 48.999972)
Pinecreek,Minnesota,3425,US-Canada Border,Sep 2017,Truck Containers Loaded,2,49.000,-95.978,POINT (-95.977694 48.999916)
Point Roberts,Washington,3017,US-Canada Border,Sep 2017,Bus Passengers,375,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Boundary,Washington,3015,US-Canada Border,Mar 2018,Pedestrians,2,49.001,-117.628,POINT (-117.627583 49.00075)
Portal,North Dakota,3403,US-Canada Border,Jan 2020,Truck Containers Empty,1790,48.999,-102.552,POINT (-102.551944 48.998944)
Pembina,North Dakota,3401,US-Canada Border,Jul 2017,Train Passengers,140,49.000,-97.237,POINT (-97.237036 49.000453)
Boundary,Washington,3015,US-Canada Border,Sep 2017,Train Passengers,98,49.001,-117.628,POINT (-117.627583 49.00075)
Presidio,Texas,2403,US-Mexico Border,Apr 2020,Truck Containers Empty,208,29.562,-104.395,POINT (-104.394907 29.561827)
Madawaska,Maine,0109,US-Canada Border,Oct 2017,Truck Containers Loaded,391,47.360,-68.329,POINT (-68.328684 47.360052)
Ambrose,North Dakota,3410,US-Canada Border,Jul 2017,Personal Vehicles,170,48.999,-103.487,POINT (-103.486555 48.999305)
Roseau,Minnesota,3426,US-Canada Border,Feb 2018,Personal Vehicle Passengers,4814,49.000,-95.766,POINT (-95.766469 48.999538)
Nogales,Arizona,2604,US-Mexico Border,Aug 2019,Bus Passengers,21027,31.333,-110.943,POINT (-110.942516 31.332839)
Blaine,Washington,3004,US-Canada Border,Sep 2018,Trucks,30748,48.994,-122.749,POINT (-122.748884 48.994045)
Eastport,Maine,0103,US-Canada Border,Jun 2019,Personal Vehicles,13976,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Nov 2017,Personal Vehicles,368306,43.095,-79.056,POINT (-79.055847 43.09549)
Opheim,Montana,3317,US-Canada Border,Nov 2019,Personal Vehicles,238,49.000,-106.378,POINT (-106.377583 48.999527)
San Luis,Arizona,2608,US-Mexico Border,Aug 2019,Trucks,2575,32.485,-114.782,POINT (-114.7822222 32.485)
Hidalgo,Texas,2305,US-Mexico Border,Jan 2018,Buses,1695,26.095,-98.271,POINT (-98.271092 26.095032)
Eastport,Idaho,3302,US-Canada Border,Feb 2020,Pedestrians,170,49.001,-116.181,POINT (-116.181027 49.000555)
Laredo,Texas,2304,US-Mexico Border,May 2020,Trucks,142673,27.500,-99.507,POINT (-99.507412 27.499561)
Skagway,Alaska,3103,US-Canada Border,Jul 2019,Personal Vehicle Passengers,25254,59.630,-135.164,POINT (-135.164444 59.629722)
Wildhorse,Montana,3323,US-Canada Border,May 2019,Truck Containers Empty,9,48.999,-110.215,POINT (-110.215083 48.999361)
Laurier,Washington,3016,US-Canada Border,Mar 2018,Truck Containers Loaded,125,49.000,-118.224,POINT (-118.223777 49.000083)
Boundary,Washington,3015,US-Canada Border,Nov 2017,Trucks,48,49.001,-117.628,POINT (-117.627583 49.00075)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Oct 2017,Trains,32,46.509,-84.361,POINT (-84.360833 46.508611)
Sumas,Washington,3009,US-Canada Border,Jan 2018,Personal Vehicles,62407,49.002,-122.265,POINT (-122.264805 49.002388)
Northgate,North Dakota,3406,US-Canada Border,May 2020,Personal Vehicle Passengers,86,48.999,-102.275,POINT (-102.27475 48.998833)
Ambrose,North Dakota,3410,US-Canada Border,Aug 2017,Personal Vehicles,115,48.999,-103.487,POINT (-103.486555 48.999305)
Naco,Arizona,2603,US-Mexico Border,Nov 2018,Trucks,197,31.334,-109.948,POINT (-109.948413 31.334084)
Northgate,North Dakota,3406,US-Canada Border,Oct 2019,Truck Containers Loaded,426,48.999,-102.275,POINT (-102.27475 48.998833)
Jackman,Maine,0104,US-Canada Border,Aug 2018,Train Passengers,49,45.806,-70.397,POINT (-70.396722 45.805661)
Danville,Washington,3012,US-Canada Border,Apr 2020,Trucks,15,49.000,-118.504,POINT (-118.503722 49.000083)
Sherwood,North Dakota,3414,US-Canada Border,Feb 2019,Personal Vehicles,917,48.999,-101.628,POINT (-101.627527 48.999305)
Sweetgrass,Montana,3310,US-Canada Border,Jun 2020,Truck Containers Empty,2312,48.998,-111.960,POINT (-111.959611 48.998388)
Porthill,Idaho,3308,US-Canada Border,Jan 2020,Pedestrians,23,49.000,-116.499,POINT (-116.49925 48.999861)
Eastport,Idaho,3302,US-Canada Border,Jul 2018,Personal Vehicle Passengers,43001,49.001,-116.181,POINT (-116.181027 49.000555)
Nighthawk,Washington,3011,US-Canada Border,May 2019,Personal Vehicles,515,49.000,-119.671,POINT (-119.67103 49.000144)
Opheim,Montana,3317,US-Canada Border,Jun 2018,Trucks,8,49.000,-106.378,POINT (-106.377583 48.999527)
Dalton Cache,Alaska,3106,US-Canada Border,Jun 2020,Personal Vehicles,175,59.451,-136.362,POINT (-136.361944 59.450556)
St John,North Dakota,3405,US-Canada Border,Nov 2018,Personal Vehicles,742,48.999,-99.659,POINT (-99.659111 48.999277)
Laurier,Washington,3016,US-Canada Border,Apr 2019,Rail Containers Empty,16,49.000,-118.224,POINT (-118.223777 49.000083)
