Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Porthill,Idaho,3308,US-Canada Border,May 2020,Truck Containers Empty,229,49.000,-116.499,POINT (-116.49925 48.999861)
Turner,Montana,3306,US-Canada Border,Nov 2017,Truck Containers Loaded,5,49.000,-108.388,POINT (-108.387916 48.999527)
Alcan,Alaska,3104,US-Canada Border,Mar 2020,Truck Containers Empty,417,62.615,-141.001,POINT (-141.001444 62.614961)
Eastport,Idaho,3302,US-Canada Border,Sep 2017,Truck Containers Empty,841,49.001,-116.181,POINT (-116.181027 49.000555)
Houlton,Maine,0106,US-Canada Border,Apr 2020,Pedestrians,13,46.135,-67.781,POINT (-67.781288 46.134879)
Metaline Falls,Washington,3025,US-Canada Border,Jul 2019,Trucks,657,49.000,-117.299,POINT (-117.299444 48.999972)
Calexico East,California,2507,US-Mexico Border,Jan 2020,Bus Passengers,3400,32.673,-115.388,POINT (-115.388018 32.673389)
Tecate,California,2505,US-Mexico Border,Oct 2019,Truck Containers Loaded,3858,32.576,-116.626,POINT (-116.626216 32.576428)
Calais,Maine,0115,US-Canada Border,Jun 2018,Train Passengers,28,45.189,-67.275,POINT (-67.275381 45.188548)
Del Rio,Texas,2302,US-Mexico Border,Apr 2020,Pedestrians,5421,29.327,-100.928,POINT (-100.927612 29.326784)
Blaine,Washington,3004,US-Canada Border,Sep 2018,Trains,244,48.994,-122.749,POINT (-122.748884 48.994045)
Naco,Arizona,2603,US-Mexico Border,Oct 2018,Personal Vehicles,25687,31.334,-109.948,POINT (-109.948413 31.334084)
Friday Harbor,Washington,3014,US-Canada Border,Sep 2017,Personal Vehicle Passengers,845,48.534,-123.016,POINT (-123.016484 48.534485)
Madawaska,Maine,0109,US-Canada Border,Jul 2018,Pedestrians,231,47.360,-68.329,POINT (-68.328684 47.360052)
Dunseith,North Dakota,3422,US-Canada Border,Apr 2018,Truck Containers Loaded,2230,48.999,-100.052,POINT (-100.052166 48.999277)
Fort Kent,Maine,0110,US-Canada Border,Mar 2019,Bus Passengers,13,47.249,-68.604,POINT (-68.603918 47.249206)
Richford,Vermont,0203,US-Canada Border,Jun 2019,Rail Containers Empty,23,45.012,-72.589,POINT (-72.588559 45.01174)
Jackman,Maine,0104,US-Canada Border,Jul 2020,Personal Vehicle Passengers,2453,45.806,-70.397,POINT (-70.396722 45.805661)
Fortuna,North Dakota,3417,US-Canada Border,Feb 2020,Personal Vehicle Passengers,1844,49.000,-103.809,POINT (-103.80925 48.999555)
Alcan,Alaska,3104,US-Canada Border,Nov 2017,Truck Containers Loaded,70,62.615,-141.001,POINT (-141.001444 62.614961)
Eastport,Maine,0103,US-Canada Border,Jul 2017,Bus Passengers,288,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Beecher Falls,Vermont,0206,US-Canada Border,Jun 2020,Personal Vehicles,330,45.013,-71.505,POINT (-71.505309 45.013411)
Danville,Washington,3012,US-Canada Border,Jun 2018,Truck Containers Empty,65,49.000,-118.504,POINT (-118.503722 49.000083)
Vanceboro,Maine,0105,US-Canada Border,Jun 2020,Rail Containers Empty,876,45.569,-67.429,POINT (-67.428541 45.568761)
Port Angeles,Washington,3007,US-Canada Border,Aug 2019,Trucks,51,48.122,-123.431,POINT (-123.430694 48.121858)
Beecher Falls,Vermont,0206,US-Canada Border,Jan 2018,Personal Vehicles,2705,45.013,-71.505,POINT (-71.505309 45.013411)
Fort Fairfield,Maine,0107,US-Canada Border,Apr 2019,Truck Containers Empty,190,46.765,-67.789,POINT (-67.789471 46.765323)
Otay Mesa,California,2506,US-Mexico Border,Jul 2019,Truck Containers Loaded,65186,32.550,-116.939,POINT (-116.938538 32.55033)
Calexico East,California,2507,US-Mexico Border,Dec 2018,Pedestrians,44459,32.673,-115.388,POINT (-115.388018 32.673389)
Derby Line,Vermont,0209,US-Canada Border,Nov 2018,Bus Passengers,2418,45.006,-72.099,POINT (-72.099279 45.005739)
Raymond,Montana,3301,US-Canada Border,May 2018,Buses,8,48.999,-104.574,POINT (-104.574333 48.999194)
Sarles,North Dakota,3409,US-Canada Border,Jan 2018,Personal Vehicles,203,49.000,-98.938,POINT (-98.938361 49.000027)
Roseau,Minnesota,3426,US-Canada Border,Nov 2019,Truck Containers Loaded,106,49.000,-95.766,POINT (-95.766469 48.999538)
Derby Line,Vermont,0209,US-Canada Border,Jul 2017,Buses,201,45.006,-72.099,POINT (-72.099279 45.005739)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Sep 2019,Train Passengers,62,46.509,-84.361,POINT (-84.360833 46.508611)
Naco,Arizona,2603,US-Mexico Border,Jun 2019,Truck Containers Loaded,171,31.334,-109.948,POINT (-109.948413 31.334084)
Oroville,Washington,3019,US-Canada Border,Sep 2019,Truck Containers Loaded,1515,49.000,-119.462,POINT (-119.461833 49.000083)
Calexico East,California,2507,US-Mexico Border,Jun 2019,Personal Vehicle Passengers,490025,32.673,-115.388,POINT (-115.388018 32.673389)
Columbus,New Mexico,2406,US-Mexico Border,Oct 2018,Personal Vehicles,28880,31.784,-107.628,POINT (-107.627948 31.783742)
Brownsville,Texas,2301,US-Mexico Border,Apr 2020,Pedestrians,49915,25.952,-97.401,POINT (-97.40067 25.95155)
Norton,Vermont,0211,US-Canada Border,Mar 2020,Truck Containers Loaded,507,45.011,-71.793,POINT (-71.793219 45.010771)
St John,North Dakota,3405,US-Canada Border,Feb 2018,Trucks,36,48.999,-99.659,POINT (-99.659111 48.999277)
Jackman,Maine,0104,US-Canada Border,Jun 2020,Pedestrians,5,45.806,-70.397,POINT (-70.396722 45.805661)
Vanceboro,Maine,0105,US-Canada Border,Sep 2019,Rail Containers Empty,1259,45.569,-67.429,POINT (-67.428541 45.568761)
Opheim,Montana,3317,US-Canada Border,Jul 2019,Personal Vehicle Passengers,913,49.000,-106.378,POINT (-106.377583 48.999527)
San Luis,Arizona,2608,US-Mexico Border,Dec 2019,Pedestrians,263862,32.485,-114.782,POINT (-114.7822222 32.485)
Ogdensburg,New York,0701,US-Canada Border,Dec 2017,Buses,3,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Lancaster,Minnesota,3430,US-Canada Border,Aug 2018,Trucks,366,49.000,-96.801,POINT (-96.800527 49.000194)
Derby Line,Vermont,0209,US-Canada Border,Aug 2019,Bus Passengers,5802,45.006,-72.099,POINT (-72.099279 45.005739)
Skagway,Alaska,3103,US-Canada Border,Jul 2020,Personal Vehicle Passengers,419,59.630,-135.164,POINT (-135.164444 59.629722)
International Falls,Minnesota,3604,US-Canada Border,Aug 2017,Rail Containers Empty,16669,48.608,-93.401,POINT (-93.401355 48.6078)
Derby Line,Vermont,0209,US-Canada Border,Oct 2017,Truck Containers Empty,1093,45.006,-72.099,POINT (-72.099279 45.005739)
Nogales,Arizona,2604,US-Mexico Border,Jan 2020,Rail Containers Loaded,3014,31.333,-110.943,POINT (-110.942516 31.332839)
Boundary,Washington,3015,US-Canada Border,Jan 2018,Buses,1,49.001,-117.628,POINT (-117.627583 49.00075)
Metaline Falls,Washington,3025,US-Canada Border,May 2020,Truck Containers Empty,219,49.000,-117.299,POINT (-117.299444 48.999972)
Metaline Falls,Washington,3025,US-Canada Border,Mar 2018,Truck Containers Loaded,27,49.000,-117.299,POINT (-117.299444 48.999972)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep 2019,Trucks,76953,43.095,-79.056,POINT (-79.055847 43.09549)
Walhalla,North Dakota,3407,US-Canada Border,Mar 2019,Truck Containers Empty,311,49.000,-97.908,POINT (-97.908416 49.000472)
Boundary,Washington,3015,US-Canada Border,Jun 2017,Personal Vehicle Passengers,4222,49.001,-117.628,POINT (-117.627583 49.00075)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Sep 2019,Personal Vehicle Passengers,895157,43.095,-79.056,POINT (-79.055847 43.09549)
Pembina,North Dakota,3401,US-Canada Border,Jun 2018,Train Passengers,208,49.000,-97.237,POINT (-97.237036 49.000453)
Otay Mesa,California,2506,US-Mexico Border,Jan 2018,Pedestrians,257755,32.550,-116.939,POINT (-116.938538 32.55033)
Calexico East,California,2507,US-Mexico Border,May 2019,Truck Containers Loaded,23287,32.673,-115.388,POINT (-115.388018 32.673389)
Otay Mesa,California,2506,US-Mexico Border,Apr 2019,Personal Vehicle Passengers,916866,32.550,-116.939,POINT (-116.938538 32.55033)
Metaline Falls,Washington,3025,US-Canada Border,Oct 2017,Personal Vehicles,2110,49.000,-117.299,POINT (-117.299444 48.999972)
Massena,New York,0704,US-Canada Border,Feb 2019,Buses,244,44.991,-74.740,POINT (-74.739722 44.990556)
Columbus,New Mexico,2406,US-Mexico Border,Aug 2017,Truck Containers Loaded,1428,31.784,-107.628,POINT (-107.627948 31.783742)
Antler,North Dakota,3413,US-Canada Border,Apr 2018,Trucks,52,48.999,-101.296,POINT (-101.296055 48.999472)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Dec 2017,Rail Containers Empty,1272,46.509,-84.361,POINT (-84.360833 46.508611)
Houlton,Maine,0106,US-Canada Border,Oct 2019,Trucks,8132,46.135,-67.781,POINT (-67.781288 46.134879)
Norton,Vermont,0211,US-Canada Border,Nov 2018,Personal Vehicle Passengers,2179,45.011,-71.793,POINT (-71.793219 45.010771)
Cape Vincent,New York,0706,US-Canada Border,Oct 2019,Personal Vehicles,353,44.135,-76.352,POINT (-76.352489 44.134917)
Vanceboro,Maine,0105,US-Canada Border,Mar 2020,Personal Vehicle Passengers,1067,45.569,-67.429,POINT (-67.428541 45.568761)
Laredo,Texas,2304,US-Mexico Border,Jul 2019,Personal Vehicle Passengers,959762,27.500,-99.507,POINT (-99.507412 27.499561)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jul 2017,Buses,57,46.509,-84.361,POINT (-84.360833 46.508611)
Detroit,Michigan,3801,US-Canada Border,May 2018,Personal Vehicles,330990,42.332,-83.048,POINT (-83.047924 42.331685)
Eastport,Idaho,3302,US-Canada Border,Sep 2019,Rail Containers Loaded,7805,49.001,-116.181,POINT (-116.181027 49.000555)
Sumas,Washington,3009,US-Canada Border,Apr 2018,Trains,18,49.002,-122.265,POINT (-122.264805 49.002388)
Fort Fairfield,Maine,0107,US-Canada Border,Mar 2019,Personal Vehicles,7165,46.765,-67.789,POINT (-67.789471 46.765323)
Brownsville,Texas,2301,US-Mexico Border,Feb 2019,Buses,505,25.952,-97.401,POINT (-97.40067 25.95155)
Del Bonita,Montana,3322,US-Canada Border,Sep 2017,Personal Vehicle Passengers,4926,48.999,-112.788,POINT (-112.78825 48.998555)
Boundary,Washington,3015,US-Canada Border,Aug 2018,Trains,27,49.001,-117.628,POINT (-117.627583 49.00075)
Alcan,Alaska,3104,US-Canada Border,Nov 2018,Personal Vehicle Passengers,2495,62.615,-141.001,POINT (-141.001444 62.614961)
Detroit,Michigan,3801,US-Canada Border,Sep 2018,Truck Containers Empty,42005,42.332,-83.048,POINT (-83.047924 42.331685)
Presidio,Texas,2403,US-Mexico Border,Jan 2018,Truck Containers Loaded,476,29.562,-104.395,POINT (-104.394907 29.561827)
Calais,Maine,0115,US-Canada Border,Aug 2019,Trucks,6895,45.189,-67.275,POINT (-67.275381 45.188548)
Eastport,Maine,0103,US-Canada Border,Jul 2020,Pedestrians,5,44.859,-66.980,POINT (-66.98007566 44.8594395785)
Van Buren,Maine,0108,US-Canada Border,Jul 2018,Trains,33,47.160,-67.931,POINT (-67.930799 47.159645)
Richford,Vermont,0203,US-Canada Border,Jul 2020,Rail Containers Empty,22,45.012,-72.589,POINT (-72.588559 45.01174)
Brownsville,Texas,2301,US-Mexico Border,Apr 2019,Buses,502,25.952,-97.401,POINT (-97.40067 25.95155)
Sumas,Washington,3009,US-Canada Border,Apr 2020,Personal Vehicles,1866,49.002,-122.265,POINT (-122.264805 49.002388)
Sarles,North Dakota,3409,US-Canada Border,Feb 2018,Personal Vehicles,268,49.000,-98.938,POINT (-98.938361 49.000027)
Eagle Pass,Texas,2303,US-Mexico Border,Jan 2020,Rail Containers Empty,15226,28.705,-100.512,POINT (-100.511977 28.705483)
Jackman,Maine,0104,US-Canada Border,May 2018,Trains,18,45.806,-70.397,POINT (-70.396722 45.805661)
Westhope,North Dakota,3419,US-Canada Border,Jun 2018,Truck Containers Loaded,651,49.000,-101.017,POINT (-101.017277 48.999611)
Lancaster,Minnesota,3430,US-Canada Border,Jan 2019,Buses,2,49.000,-96.801,POINT (-96.800527 49.000194)
Bridgewater,Maine,0127,US-Canada Border,May 2019,Truck Containers Empty,383,46.450,-67.785,POINT (-67.78484 46.450335)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jun 2018,Personal Vehicle Passengers,86883,31.784,-106.679,POINT (-106.679437 31.783939)
Jackman,Maine,0104,US-Canada Border,Feb 2020,Train Passengers,36,45.806,-70.397,POINT (-70.396722 45.805661)
Baudette,Minnesota,3424,US-Canada Border,Aug 2017,Trucks,618,48.719,-94.590,POINT (-94.590467 48.719109)
Sarles,North Dakota,3409,US-Canada Border,Apr 2018,Bus Passengers,38,49.000,-98.938,POINT (-98.938361 49.000027)
Wildhorse,Montana,3323,US-Canada Border,Nov 2018,Personal Vehicles,642,48.999,-110.215,POINT (-110.215083 48.999361)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan 2019,Bus Passengers,164,31.784,-106.679,POINT (-106.679437 31.783939)
Alexandria Bay,New York,0708,US-Canada Border,Aug 2017,Bus Passengers,5904,44.347,-75.984,POINT (-75.983592 44.347229)
Eastport,Idaho,3302,US-Canada Border,Nov 2019,Buses,6,49.001,-116.181,POINT (-116.181027 49.000555)
Warroad,Minnesota,3423,US-Canada Border,May 2018,Trucks,469,48.999,-95.377,POINT (-95.376555 48.999)
Laredo,Texas,2304,US-Mexico Border,Mar 2018,Personal Vehicles,429850,27.500,-99.507,POINT (-99.507412 27.499561)
Porthill,Idaho,3308,US-Canada Border,Aug 2020,Personal Vehicles,489,49.000,-116.499,POINT (-116.49925 48.999861)
Houlton,Maine,0106,US-Canada Border,Mar 2018,Buses,20,46.135,-67.781,POINT (-67.781288 46.134879)
El Paso,Texas,2402,US-Mexico Border,Jul 2018,Rail Containers Empty,6194,31.764,-106.451,POINT (-106.451188 31.764363)
Richford,Vermont,0203,US-Canada Border,Jun 2020,Rail Containers Loaded,57,45.012,-72.589,POINT (-72.588559 45.01174)
Nogales,Arizona,2604,US-Mexico Border,Apr 2019,Trucks,38435,31.333,-110.943,POINT (-110.942516 31.332839)
Calexico East,California,2507,US-Mexico Border,Oct 2019,Rail Containers Loaded,50,32.673,-115.388,POINT (-115.388018 32.673389)
Roseau,Minnesota,3426,US-Canada Border,Jul 2019,Trucks,227,49.000,-95.766,POINT (-95.766469 48.999538)
Jackman,Maine,0104,US-Canada Border,Jun 2018,Rail Containers Loaded,840,45.806,-70.397,POINT (-70.396722 45.805661)
Fort Fairfield,Maine,0107,US-Canada Border,Dec 2018,Personal Vehicles,7190,46.765,-67.789,POINT (-67.789471 46.765323)
Alcan,Alaska,3104,US-Canada Border,Jul 2019,Personal Vehicle Passengers,24900,62.615,-141.001,POINT (-141.001444 62.614961)
Northgate,North Dakota,3406,US-Canada Border,Jun 2017,Rail Containers Empty,40,48.999,-102.275,POINT (-102.27475 48.998833)
Northgate,North Dakota,3406,US-Canada Border,Jun 2018,Trains,13,48.999,-102.275,POINT (-102.27475 48.998833)
Sherwood,North Dakota,3414,US-Canada Border,Jan 2018,Personal Vehicle Passengers,2021,48.999,-101.628,POINT (-101.627527 48.999305)
Algonac,Michigan,3814,US-Canada Border,Mar 2018,Personal Vehicles,3274,42.618,-82.531,POINT (-82.5311 42.6183)
Alexandria Bay,New York,0708,US-Canada Border,Dec 2017,Personal Vehicle Passengers,93546,44.347,-75.984,POINT (-75.983592 44.347229)
Pembina,North Dakota,3401,US-Canada Border,Jan 2020,Bus Passengers,848,49.000,-97.237,POINT (-97.237036 49.000453)
Alexandria Bay,New York,0708,US-Canada Border,Dec 2018,Truck Containers Empty,2139,44.347,-75.984,POINT (-75.983592 44.347229)
Trout River,New York,0715,US-Canada Border,Jul 2020,Trains,38,44.992,-74.308,POINT (-74.308172 44.992058)
Laurier,Washington,3016,US-Canada Border,Mar 2019,Rail Containers Empty,23,49.000,-118.224,POINT (-118.223777 49.000083)
Calexico,California,2503,US-Mexico Border,Jun 2020,Personal Vehicle Passengers,408685,32.673,-115.388,POINT (-115.388018 32.673389)
Alcan,Alaska,3104,US-Canada Border,Jun 2019,Buses,47,62.615,-141.001,POINT (-141.001444 62.614961)
Frontier,Washington,3020,US-Canada Border,Mar 2020,Bus Passengers,124,49.000,-117.832,POINT (-117.831527 49.0005)
Roseau,Minnesota,3426,US-Canada Border,Mar 2019,Truck Containers Loaded,122,49.000,-95.766,POINT (-95.766469 48.999538)
Turner,Montana,3306,US-Canada Border,Dec 2017,Truck Containers Loaded,12,49.000,-108.388,POINT (-108.387916 48.999527)
El Paso,Texas,2402,US-Mexico Border,Feb 2018,Bus Passengers,12742,31.764,-106.451,POINT (-106.451188 31.764363)
Alexandria Bay,New York,0708,US-Canada Border,Feb 2018,Personal Vehicles,30052,44.347,-75.984,POINT (-75.983592 44.347229)
Portal,North Dakota,3403,US-Canada Border,Oct 2017,Truck Containers Empty,1625,48.999,-102.552,POINT (-102.551944 48.998944)
Van Buren,Maine,0108,US-Canada Border,Jan 2019,Trains,41,47.160,-67.931,POINT (-67.930799 47.159645)
Hannah,North Dakota,3408,US-Canada Border,Jun 2018,Personal Vehicles,93,49.000,-98.694,POINT (-98.693777 49.000138)
Calexico East,California,2507,US-Mexico Border,Oct 2019,Truck Containers Empty,10489,32.673,-115.388,POINT (-115.388018 32.673389)
Porthill,Idaho,3308,US-Canada Border,May 2019,Personal Vehicle Passengers,19084,49.000,-116.499,POINT (-116.49925 48.999861)
Limestone,Maine,0118,US-Canada Border,Jul 2019,Personal Vehicle Passengers,2373,46.925,-67.790,POINT (-67.789597 46.924555)
Fort Fairfield,Maine,0107,US-Canada Border,Oct 2018,Trucks,981,46.765,-67.789,POINT (-67.789471 46.765323)
Alcan,Alaska,3104,US-Canada Border,Sep 2018,Personal Vehicles,3848,62.615,-141.001,POINT (-141.001444 62.614961)
Fort Kent,Maine,0110,US-Canada Border,Sep 2017,Bus Passengers,25,47.249,-68.604,POINT (-68.603918 47.249206)
Northgate,North Dakota,3406,US-Canada Border,Sep 2018,Buses,1,48.999,-102.275,POINT (-102.27475 48.998833)
Dunseith,North Dakota,3422,US-Canada Border,Sep 2019,Buses,8,48.999,-100.052,POINT (-100.052166 48.999277)
Westhope,North Dakota,3419,US-Canada Border,Nov 2017,Trucks,663,49.000,-101.017,POINT (-101.017277 48.999611)
Eagle Pass,Texas,2303,US-Mexico Border,Jun 2019,Buses,267,28.705,-100.512,POINT (-100.511977 28.705483)
Jackman,Maine,0104,US-Canada Border,Nov 2017,Truck Containers Empty,4151,45.806,-70.397,POINT (-70.396722 45.805661)
Massena,New York,0704,US-Canada Border,Nov 2019,Trucks,1917,44.991,-74.740,POINT (-74.739722 44.990556)
Naco,Arizona,2603,US-Mexico Border,Oct 2018,Truck Containers Loaded,138,31.334,-109.948,POINT (-109.948413 31.334084)
Madawaska,Maine,0109,US-Canada Border,Jan 2018,Trucks,196,47.360,-68.329,POINT (-68.328684 47.360052)
Eastport,Idaho,3302,US-Canada Border,Aug 2018,Bus Passengers,116,49.001,-116.181,POINT (-116.181027 49.000555)
Jackman,Maine,0104,US-Canada Border,Apr 2019,Train Passengers,52,45.806,-70.397,POINT (-70.396722 45.805661)
Roosville,Montana,3318,US-Canada Border,Mar 2018,Truck Containers Loaded,409,49.000,-115.056,POINT (-115.056027 48.999638)
Fort Kent,Maine,0110,US-Canada Border,Oct 2017,Truck Containers Empty,442,47.249,-68.604,POINT (-68.603918 47.249206)
Baudette,Minnesota,3424,US-Canada Border,Nov 2018,Pedestrians,11,48.719,-94.590,POINT (-94.590467 48.719109)
Grand Portage,Minnesota,3613,US-Canada Border,Feb 2020,Personal Vehicles,12256,48.001,-89.585,POINT (-89.58515 48.001427)
Houlton,Maine,0106,US-Canada Border,Jan 2019,Trucks,7601,46.135,-67.781,POINT (-67.781288 46.134879)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2020,Truck Containers Empty,3235,31.784,-106.679,POINT (-106.679437 31.783939)
Porthill,Idaho,3308,US-Canada Border,Mar 2018,Personal Vehicles,10034,49.000,-116.499,POINT (-116.49925 48.999861)
Laredo,Texas,2304,US-Mexico Border,May 2019,Trains,379,27.500,-99.507,POINT (-99.507412 27.499561)
Progreso,Texas,2309,US-Mexico Border,Jun 2019,Trucks,4094,26.062,-97.950,POINT (-97.949958 26.062133)
Boundary,Washington,3015,US-Canada Border,Mar 2020,Trucks,14,49.001,-117.628,POINT (-117.627583 49.00075)
Eagle Pass,Texas,2303,US-Mexico Border,Jan 2020,Buses,358,28.705,-100.512,POINT (-100.511977 28.705483)
Tornillo,Texas,2404,US-Mexico Border,Aug 2017,Pedestrians,2113,31.435,-106.143,POINT (-106.142669 31.435334)
Walhalla,North Dakota,3407,US-Canada Border,Jun 2020,Personal Vehicles,159,49.000,-97.908,POINT (-97.908416 49.000472)
Eastport,Idaho,3302,US-Canada Border,Apr 2020,Truck Containers Empty,687,49.001,-116.181,POINT (-116.181027 49.000555)
Kenneth G Ward,Washington,3023,US-Canada Border,Apr 2020,Trucks,3299,49.002,-122.485,POINT (-122.485027 49.002277)
Laredo,Texas,2304,US-Mexico Border,May 2019,Personal Vehicle Passengers,838242,27.500,-99.507,POINT (-99.507412 27.499561)
Vanceboro,Maine,0105,US-Canada Border,Jul 2020,Personal Vehicles,172,45.569,-67.429,POINT (-67.428541 45.568761)
St John,North Dakota,3405,US-Canada Border,Jun 2020,Trucks,41,48.999,-99.659,POINT (-99.659111 48.999277)
Eastport,Idaho,3302,US-Canada Border,Oct 2019,Trains,83,49.001,-116.181,POINT (-116.181027 49.000555)
Walhalla,North Dakota,3407,US-Canada Border,Apr 2018,Personal Vehicle Passengers,4945,49.000,-97.908,POINT (-97.908416 49.000472)
Raymond,Montana,3301,US-Canada Border,Dec 2019,Truck Containers Loaded,1740,48.999,-104.574,POINT (-104.574333 48.999194)
Jackman,Maine,0104,US-Canada Border,Jun 2017,Buses,19,45.806,-70.397,POINT (-70.396722 45.805661)
Port Huron,Michigan,3802,US-Canada Border,Aug 2017,Rail Containers Loaded,19316,42.999,-82.424,POINT (-82.423611 42.998611)
Boundary,Washington,3015,US-Canada Border,Jan 2019,Personal Vehicle Passengers,3136,49.001,-117.628,POINT (-117.627583 49.00075)
Van Buren,Maine,0108,US-Canada Border,Nov 2019,Train Passengers,54,47.160,-67.931,POINT (-67.930799 47.159645)
Roma,Texas,2310,US-Mexico Border,Nov 2018,Pedestrians,21140,26.404,-99.019,POINT (-99.018981 26.403928)
Hannah,North Dakota,3408,US-Canada Border,Dec 2019,Truck Containers Loaded,2,49.000,-98.694,POINT (-98.693777 49.000138)
Fort Kent,Maine,0110,US-Canada Border,Aug 2019,Pedestrians,163,47.249,-68.604,POINT (-68.603918 47.249206)
Ambrose,North Dakota,3410,US-Canada Border,Jul 2020,Trucks,2,48.999,-103.487,POINT (-103.486555 48.999305)
Rio Grande City,Texas,2307,US-Mexico Border,Apr 2018,Pedestrians,2446,26.366,-98.803,POINT (-98.802513 26.365761)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2020,Train Passengers,62,46.509,-84.361,POINT (-84.360833 46.508611)
International Falls,Minnesota,3604,US-Canada Border,Mar 2018,Rail Containers Loaded,53027,48.608,-93.401,POINT (-93.401355 48.6078)
Roseau,Minnesota,3426,US-Canada Border,Dec 2019,Personal Vehicles,2461,49.000,-95.766,POINT (-95.766469 48.999538)
Andrade,California,2502,US-Mexico Border,Jun 2020,Personal Vehicle Passengers,29780,32.718,-114.728,POINT (-114.72832 32.718143)
Frontier,Washington,3020,US-Canada Border,Apr 2019,Trucks,1936,49.000,-117.832,POINT (-117.831527 49.0005)
Norton,Vermont,0211,US-Canada Border,May 2019,Rail Containers Loaded,570,45.011,-71.793,POINT (-71.793219 45.010771)
Dunseith,North Dakota,3422,US-Canada Border,Jan 2020,Truck Containers Empty,393,48.999,-100.052,POINT (-100.052166 48.999277)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jun 2020,Truck Containers Empty,695,46.509,-84.361,POINT (-84.360833 46.508611)
Point Roberts,Washington,3017,US-Canada Border,Jan 2018,Truck Containers Loaded,133,49.002,-123.068,POINT (-123.068055556 49.0020555547)
El Paso,Texas,2402,US-Mexico Border,Dec 2019,Truck Containers Empty,14451,31.764,-106.451,POINT (-106.451188 31.764363)
Fortuna,North Dakota,3417,US-Canada Border,May 2019,Buses,3,49.000,-103.809,POINT (-103.80925 48.999555)
Porthill,Idaho,3308,US-Canada Border,Oct 2017,Personal Vehicle Passengers,17175,49.000,-116.499,POINT (-116.49925 48.999861)
Noonan,North Dakota,3420,US-Canada Border,Aug 2019,Personal Vehicle Passengers,4826,48.999,-103.004,POINT (-103.004361 48.999333)
Vanceboro,Maine,0105,US-Canada Border,Nov 2018,Personal Vehicle Passengers,2369,45.569,-67.429,POINT (-67.428541 45.568761)
Portal,North Dakota,3403,US-Canada Border,Mar 2019,Personal Vehicle Passengers,7633,48.999,-102.552,POINT (-102.551944 48.998944)
Roma,Texas,2310,US-Mexico Border,Nov 2018,Buses,32,26.404,-99.019,POINT (-99.018981 26.403928)
Northgate,North Dakota,3406,US-Canada Border,Feb 2020,Rail Containers Loaded,401,48.999,-102.275,POINT (-102.27475 48.998833)
Laredo,Texas,2304,US-Mexico Border,Aug 2019,Rail Containers Loaded,24025,27.500,-99.507,POINT (-99.507412 27.499561)
Massena,New York,0704,US-Canada Border,Sep 2018,Pedestrians,20,44.991,-74.740,POINT (-74.739722 44.990556)
Sumas,Washington,3009,US-Canada Border,Jul 2017,Trains,15,49.002,-122.265,POINT (-122.264805 49.002388)
San Luis,Arizona,2608,US-Mexico Border,Feb 2020,Personal Vehicle Passengers,414870,32.485,-114.782,POINT (-114.7822222 32.485)
Highgate Springs,Vermont,0212,US-Canada Border,Nov 2019,Trucks,7752,45.015,-73.085,POINT (-73.085037 45.015414)
Houlton,Maine,0106,US-Canada Border,Apr 2018,Truck Containers Empty,1847,46.135,-67.781,POINT (-67.781288 46.134879)
St John,North Dakota,3405,US-Canada Border,Jun 2018,Buses,1,48.999,-99.659,POINT (-99.659111 48.999277)
Piegan,Montana,3316,US-Canada Border,Jun 2017,Trucks,157,48.998,-113.379,POINT (-113.378777 48.998083)
Bridgewater,Maine,0127,US-Canada Border,Mar 2019,Truck Containers Loaded,112,46.450,-67.785,POINT (-67.78484 46.450335)
Wildhorse,Montana,3323,US-Canada Border,Jan 2018,Trucks,135,48.999,-110.215,POINT (-110.215083 48.999361)
Porthill,Idaho,3308,US-Canada Border,Sep 2017,Personal Vehicle Passengers,18866,49.000,-116.499,POINT (-116.49925 48.999861)
Roma,Texas,2310,US-Mexico Border,Dec 2017,Buses,38,26.404,-99.019,POINT (-99.018981 26.403928)
Calais,Maine,0115,US-Canada Border,Sep 2019,Trucks,5710,45.189,-67.275,POINT (-67.275381 45.188548)
Fort Fairfield,Maine,0107,US-Canada Border,Sep 2017,Truck Containers Empty,837,46.765,-67.789,POINT (-67.789471 46.765323)
Portal,North Dakota,3403,US-Canada Border,Apr 2020,Trucks,6444,48.999,-102.552,POINT (-102.551944 48.998944)
Wildhorse,Montana,3323,US-Canada Border,Jul 2019,Truck Containers Loaded,706,48.999,-110.215,POINT (-110.215083 48.999361)
Carbury,North Dakota,3421,US-Canada Border,Mar 2020,Personal Vehicle Passengers,861,48.999,-100.556,POINT (-100.555805 48.999416)
